Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total minutes,Total calls,Avg call minutes,Prc day minutes,Prc eve minutes,Prc night minutes,Prc intl minutes,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Area code_408,Area code_415,Area code_510
65,0,0,0,111.0,51,219.8,84,202.0,89,4.4,14,1,0,537.1999999999999,238,2.2571428571428567,0.2066269545793001,0.4091586001489204,0.37602382725242,0.008190618019359644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,0,0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,0,755.8,283,2.6706713780918725,0.3174120137602541,0.1882773220428685,0.48200582164593814,0.012304842550939403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,0,371.90000000000003,318,1.169496855345912,0.22640494756655014,0.21726270502823336,0.5272922828717397,0.02904006453347674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143,0,0,0,209.1,127,106.1,80,179.6,90,14.0,6,0,0,508.79999999999995,303,1.6792079207920791,0.41096698113207547,0.20852987421383648,0.3529874213836478,0.027515723270440252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,0,1,24,130.1,117,196.0,61,139.3,123,11.4,5,0,0,476.8,306,1.558169934640523,0.27286073825503354,0.4110738255033557,0.2921560402684564,0.023909395973154363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
205,0,1,24,175.8,139,155.0,98,180.7,64,7.8,5,2,0,519.3,306,1.6970588235294115,0.33853264009243217,0.2984787213556711,0.34796841902561143,0.015020219526285385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,0,608.2,326,1.8656441717791412,0.3977310095363367,0.2387372574810917,0.3526800394607037,0.010851693521867805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,0,640.3999999999999,329,1.9465045592705164,0.21346033728919428,0.35696439725171775,0.41427232979387896,0.015302935665209249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,200.4,87,309.2,105,152.1,118,10.0,2,1,0,671.7,312,2.1528846153846155,0.29834747655203214,0.46032454965014136,0.22644037516748547,0.014887598630340925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,1,0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,1,555.0,346,1.6040462427745665,0.22666666666666666,0.3742342342342342,0.3736936936936937,0.025405405405405406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,0,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,0,450.2,317,1.4201892744479494,0.28476232785428696,0.29586850288760547,0.394491337183474,0.024877832074633496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,0,0,0,226.3,88,223.0,107,255.6,92,13.0,3,4,0,717.9,290,2.4755172413793103,0.31522496169382924,0.31062822120072436,0.3560384454659423,0.01810837163950411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,0,1,37,162.3,107,233.9,115,277.4,94,9.2,4,0,0,682.8000000000001,320,2.13375,0.23769771528998243,0.3425600468658465,0.40626830697129457,0.01347393087287639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,0,0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,0,594.5999999999999,288,2.064583333333333,0.20265724857046757,0.3190380087453751,0.4542549613185336,0.024049781365623954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56,0,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,0,582.9999999999999,302,1.93046357615894,0.15626072041166383,0.30754716981132085,0.5157804459691253,0.020411663807890227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,0,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,0,630.5,354,1.7810734463276836,0.2677240285487708,0.3828707375099128,0.32482157018239494,0.02458366375892149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,0,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,0,581.8,314,1.8528662420382165,0.38879339979374355,0.24114816088002755,0.35905809556548646,0.011000343760742525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132,0,0,0,191.9,107,206.9,127,272.0,88,12.6,2,1,0,683.4,324,2.109259259259259,0.2808018729880012,0.30275095112671935,0.39800995024875624,0.018437225636523266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,0,1,28,167.9,147,190.7,105,193.0,103,9.2,6,4,1,560.8000000000001,361,1.5534626038781165,0.2993937232524964,0.3400499286733238,0.34415121255349496,0.016405135520684733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,0,0,0,180.0,88,145.0,77,233.7,120,11.5,6,2,0,570.2,291,1.959450171821306,0.3156787092248334,0.25429673798667135,0.409856190810242,0.02016836197825324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,0,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,1,736.3,270,2.7270370370370367,0.3495857666711938,0.35461089229933457,0.2776042374032324,0.018199103626239305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,0,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,0,579.1999999999999,321,1.8043613707165107,0.275725138121547,0.26830110497237575,0.44147099447513816,0.01450276243093923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,0,0,0,237.2,124,222.6,87,173.3,81,11.0,3,1,0,644.0999999999999,295,2.1833898305084745,0.36826579723645403,0.34559850954820687,0.26905759975159144,0.01707809346374787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,0,0,0,103.0,129,242.3,103,170.2,89,7.9,3,1,0,523.4,324,1.615432098765432,0.19679021780664885,0.46293465800534966,0.32518150554069547,0.015093618647306076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,0,0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,0,525.8000000000001,325,1.6178461538461542,0.39007227082540885,0.305249144161278,0.2843286420692278,0.020349942944085198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,1,0,0,150.0,69,285.9,73,190.6,121,9.4,15,0,0,635.9,278,2.287410071942446,0.23588614562038057,0.4495989935524453,0.29973266236829693,0.014782198458877183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,0,1,23,232.4,97,186.0,88,190.5,128,12.3,3,3,0,621.1999999999999,316,1.9658227848101264,0.3741146168705731,0.2994204764971024,0.30666452028332264,0.019800386349001935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,0,487.70000000000005,310,1.5732258064516131,0.33914291572688127,0.23723600574123435,0.3973754357186795,0.026245642813204836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,199.2,106,187.3,12,214.0,85,13.3,3,3,0,613.8,206,2.979611650485437,0.32453567937438904,0.30514825676116003,0.3486477680026067,0.021668295861844253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,0,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,0,693.0,245,2.8285714285714287,0.313997113997114,0.4624819624819625,0.21746031746031744,0.006060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,0,1,30,154.0,75,165.8,97,270.0,83,10.8,5,1,0,600.5999999999999,260,2.3099999999999996,0.25641025641025644,0.2760572760572761,0.4495504495504496,0.017982017982017987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,1,31,193.8,130,202.6,98,191.2,102,13.3,2,1,0,600.8999999999999,332,1.8099397590361441,0.32251622566150784,0.33716092527874864,0.31818938259277757,0.022133466466966224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,0,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,0,558.1,324,1.722530864197531,0.31428059487547033,0.44454398853252103,0.21931553485038524,0.02185988174162336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,0,0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,0,554.5,371,1.494609164420485,0.4151487826871055,0.33669972948602345,0.2315599639314698,0.01659152389540126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
122,0,1,33,174.9,103,248.2,105,164.6,116,13.5,3,1,1,601.2,327,1.8385321100917433,0.29091816367265466,0.4128409846972721,0.27378576180971387,0.022455089820359278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,0,0,0,190.2,68,262.2,64,130.0,92,8.8,4,0,0,591.1999999999999,228,2.5929824561403505,0.32171853856562926,0.4435047361299053,0.21989174560216512,0.014884979702300408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
85,0,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,0,632.4,296,2.1364864864864863,0.27893738140417457,0.355629348513599,0.34724857685009486,0.018184693232131562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
87,0,0,0,228.7,90,163.0,99,154.1,90,11.8,3,1,0,557.5999999999999,282,1.9773049645390068,0.41015064562410336,0.2923242467718795,0.27636298421807753,0.021162123385939747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,0,0,0,144.0,90,181.6,100,128.1,93,12.3,2,0,0,466.00000000000006,285,1.6350877192982458,0.30901287553648066,0.3896995708154506,0.2748927038626609,0.026394849785407723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,0,1,31,135.9,90,271.0,84,179.1,89,9.5,7,6,0,595.5,270,2.2055555555555557,0.22821158690176324,0.4550797649034425,0.30075566750629723,0.01595298068849706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,0,0,0,130.5,77,131.2,117,264.7,63,13.0,6,0,0,539.4,263,2.0509505703422053,0.24193548387096775,0.2432332220986281,0.4907304412309974,0.024100852799406748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,0,1,21,134.2,105,162.5,128,186.6,90,11.8,2,4,1,495.09999999999997,325,1.5233846153846153,0.2710563522520703,0.3282165219147647,0.3768935568572006,0.023833568975964455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,0,0,0,278.0,102,266.4,114,224.1,118,13.1,4,4,1,781.6,338,2.3124260355029587,0.3556806550665302,0.3408393039918116,0.2867195496417605,0.016760491299897644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
161,0,0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,0,551.6,323,1.7077399380804954,0.19108049311094996,0.38941261783901376,0.40536620739666424,0.014140681653372008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,0,1,24,111.8,85,239.6,102,268.3,81,6.9,4,1,0,626.6,272,2.3036764705882353,0.1784232365145228,0.3823811043728056,0.42818384934567505,0.01101180976699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,0,1,33,159.1,106,149.8,101,213.4,108,13.0,18,1,0,535.3,333,1.6075075075075074,0.2972165141042406,0.2798430786474874,0.3986549598356062,0.024285447412665796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,0,0,0,212.4,105,224.6,118,221.3,105,9.0,4,1,0,667.3,332,2.0099397590361443,0.3182976172635996,0.33658024876367454,0.3316349468005395,0.013487187172186424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,0,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,0,655.0,306,2.1405228758169934,0.21725190839694658,0.4676335877862596,0.3,0.015114503816793894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,1,0,0,346.8,55,249.5,79,275.4,102,13.3,9,1,1,884.9999999999999,245,3.612244897959183,0.39186440677966106,0.2819209039548023,0.31118644067796614,0.015028248587570623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,0,1,15,113.9,102,145.3,146,195.2,137,11.8,9,1,0,466.20000000000005,394,1.183248730964467,0.2443157443157443,0.31166881166881166,0.41870441870441866,0.02531102531102531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,1,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,1,717.6,285,2.517894736842105,0.37332775919732436,0.36691750278706803,0.24818840579710144,0.011566332218506132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,0,0,0,171.4,117,115.2,128,224.5,115,17.0,4,3,0,528.1,364,1.4508241758241758,0.32455974247301644,0.21814050369248247,0.4251088808937701,0.03219087294073092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,0,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,0,623.6,341,1.8287390029325514,0.44162924951892235,0.300673508659397,0.2358883899935856,0.02180885182809493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,0,1,31,197.2,118,249.9,70,298.9,104,3.9,2,0,0,749.9,294,2.5506802721088433,0.2629683957861048,0.33324443259101216,0.3985864781970929,0.005200693425790106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,1,26,91.7,104,150.6,119,63.3,103,7.7,5,1,0,313.3,331,0.9465256797583081,0.2926907117778487,0.4806894350462815,0.20204277050750077,0.024577082668368975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,0,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,0,533.4,303,1.7603960396039604,0.23678290213723285,0.265466816647919,0.47975253093363335,0.01799775028121485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
147,0,1,33,251.5,107,234.1,110,213.4,87,10.4,6,3,0,709.4,310,2.2883870967741933,0.3545249506625317,0.3299971807160981,0.3008175923315478,0.014660276289822386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,0,0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,0,495.09999999999997,305,1.62327868852459,0.3849727327812563,0.3076146233084226,0.2922641890527166,0.015148454857604526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,0,0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,0,511.4,308,1.6603896103896103,0.22702385608134532,0.39460305044974586,0.3556902620258115,0.02268283144309738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,0,0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,0,602.4000000000001,287,2.098954703832753,0.297808764940239,0.3859561752988047,0.2918326693227091,0.024402390438247008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,0,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,0,434.9,297,1.4643097643097642,0.4775810531156588,0.3789376868245574,0.1253161646355484,0.01816509542423546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,0,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,1,635.8,362,1.7563535911602208,0.4361434413337528,0.35923246303869144,0.18449197860962568,0.02013211701793017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,0,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,0,561.9,303,1.8544554455445543,0.22299341519843388,0.2982737141840185,0.46378359138636777,0.014949279231179927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
93,0,1,32,138.1,91,167.3,72,238.9,115,6.8,3,2,0,551.0999999999999,281,1.9612099644128111,0.25058972963164583,0.30357466884413,0.4334966430774815,0.01233895844674288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
64,0,1,27,201.3,101,143.8,89,150.2,127,12.3,3,1,0,507.6,320,1.5862500000000002,0.3965721040189125,0.28329393223010246,0.2959022852639874,0.024231678486997636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,0,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,0,649.5999999999999,294,2.2095238095238092,0.2931034482758621,0.48876231527093605,0.2053571428571429,0.012777093596059117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181,0,0,0,143.3,91,195.5,58,223.3,95,6.0,7,1,0,568.1,251,2.2633466135458167,0.2522443231825383,0.3441295546558704,0.3930646013025876,0.010561520859003696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,0,1,42,97.4,57,203.6,98,173.9,124,11.4,2,2,0,486.29999999999995,281,1.7306049822064056,0.20028788813489617,0.41867160189183633,0.35759819041743784,0.023442319555829736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,0,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,0,528.9,328,1.6124999999999998,0.3429759878994139,0.3170731707317073,0.31858574399697487,0.021365097371903955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
