Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total minutes,Total calls,Avg call minutes,Prc day minutes,Prc eve minutes,Prc night minutes,Prc intl minutes,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Area code_408,Area code_415,Area code_510,Churn
85,0,0,0,236.9,93,197.7,113,309.1,78,11.4,7,2,755.1,291,2.5948453608247424,0.3137332803602172,0.26181962653953117,0.40934975499933784,0.015097338100913786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
89,0,0,0,82.3,77,167.2,80,194.7,70,7.2,4,1,451.4,231,1.954112554112554,0.1823216659282233,0.37040319007532124,0.43132476739034115,0.015950376606114314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,0,0,0,216.0,111,153.7,115,227.0,74,12.7,4,1,609.4000000000001,304,2.0046052631578952,0.35444699704627497,0.25221529373153917,0.37249753856252044,0.02084017065966524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
115,1,0,0,180.0,119,198.8,126,217.1,70,12.4,3,1,608.3,318,1.9128930817610061,0.2959066250205491,0.3268124280782509,0.3568962682886734,0.020384678612526717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,0,0,0,143.7,55,173.1,108,239.1,95,5.8,6,1,561.6999999999999,264,2.127651515151515,0.25583051450952465,0.30817162186220404,0.42567206693964754,0.010325796688623821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,0,1,39,198.2,107,280.4,132,129.6,73,11.3,7,1,619.4999999999999,319,1.9420062695924762,0.31993543179983863,0.45262308313155775,0.20920096852300246,0.018240516545601295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,0,1,29,163.8,77,134.9,112,79.3,95,8.8,2,2,386.80000000000007,286,1.3524475524475528,0.42347466390899685,0.34875904860392964,0.20501551189245085,0.022750775594622543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,0,0,0,189.5,113,204.9,100,221.7,93,13.4,3,1,629.4999999999999,309,2.037216828478964,0.301032565528197,0.32549642573471016,0.35218427323272444,0.02128673550436855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,0,1,26,155.2,110,230.9,133,261.6,100,4.5,4,0,652.2,347,1.8795389048991356,0.23796381478074208,0.354032505366452,0.40110395584176634,0.006899724011039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,1,0,0,242.3,102,350.9,102,163.1,93,11.3,3,0,767.6,300,2.558666666666667,0.31565919749869725,0.4571391349661281,0.212480458572173,0.014721208963001563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
121,1,1,44,254.1,127,180.2,108,196.2,129,8.7,4,3,639.2,368,1.7369565217391305,0.3975281602002503,0.2819148936170212,0.30694618272841045,0.013610763454317895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54,0,1,33,112.0,90,208.0,112,150.3,83,11.3,4,2,481.6,289,1.6664359861591695,0.23255813953488372,0.4318936877076412,0.3120847176079734,0.023463455149501662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
95,0,0,0,198.4,113,235.9,144,325.6,99,10.1,3,0,770.0000000000001,359,2.144846796657382,0.25766233766233765,0.30636363636363634,0.4228571428571428,0.013116883116883114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,0,1,25,219.6,99,210.4,99,242.7,88,13.8,8,2,686.5,294,2.3350340136054424,0.31988346686088853,0.3064821558630736,0.35353241077931535,0.020101966496722506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,0,0,0,169.6,96,234.7,112,285.4,83,11.2,4,0,700.9,295,2.3759322033898305,0.24197460408046798,0.3348551861891853,0.4071907547439007,0.015979454986446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
104,1,0,0,160.4,73,293.9,103,306.6,90,12.6,5,4,773.5,271,2.8542435424354244,0.20736910148674856,0.3799612152553329,0.3963800904977376,0.016289592760180997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,0,1,20,95.0,89,167.9,92,200.6,79,11.2,2,0,474.7,262,1.8118320610687022,0.20012639561828524,0.35369707183484306,0.4225826838002949,0.023593848746576784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,0,0,0,160.1,87,256.7,120,270.0,107,7.0,1,2,693.8,315,2.2025396825396824,0.2307581435572211,0.36999135197463245,0.38916114153934855,0.010089362928797925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,0,0,0,194.6,114,232.8,106,173.4,92,3.8,2,3,604.5999999999999,314,1.925477707006369,0.3218656963281509,0.38504796559708904,0.2868011908699967,0.006285147204763481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,0,0,0,236.4,73,287.3,120,192.0,94,13.8,4,1,729.5,291,2.506872852233677,0.3240575736806032,0.3938313913639479,0.26319396847155585,0.018917066483893078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,0,0,0,157.1,95,213.1,36,280.4,77,7.6,3,2,658.1999999999999,211,3.1194312796208528,0.23868125189911882,0.32376177453661503,0.42601033120632026,0.011546642357945914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0,0,0,179.8,125,173.2,86,272.8,97,10.9,4,0,636.6999999999999,312,2.040705128205128,0.28239359195853625,0.2720276425318046,0.42845924297157223,0.017119522538087014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
104,1,0,0,148.2,108,161.8,113,259.3,103,11.0,4,0,580.3,328,1.7692073170731706,0.2553851456143374,0.27882129932793387,0.44683784249526115,0.01895571256246769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,0,0,0,119.2,88,168.3,110,204.7,119,12.2,6,4,504.4,323,1.561609907120743,0.23632038065027758,0.3336637589214909,0.40582870737509913,0.024187153053132435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
154,0,1,35,224.0,102,192.0,99,163.1,100,9.6,2,0,588.7,303,1.942904290429043,0.3804994054696789,0.3261423475454391,0.27705112960760997,0.016307117377271953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,0,1,21,19.5,149,140.9,109,179.7,111,7.9,1,0,348.0,370,0.9405405405405406,0.05603448275862069,0.4048850574712644,0.5163793103448275,0.022701149425287358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,0,0,0,184.8,83,248.6,101,133.1,113,9.6,8,1,576.1,305,1.8888524590163935,0.32077764277035237,0.43152230515535495,0.23103627842388472,0.016663773650407915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,0,0,0,176.3,140,201.0,104,161.9,123,11.3,5,1,550.5,372,1.4798387096774193,0.32025431425976386,0.3651226158038147,0.2940962761126249,0.02052679382379655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,0,0,0,241.7,115,168.5,133,169.8,122,11.1,2,2,591.1,372,1.588978494623656,0.4088986635087125,0.28506174928100153,0.28726103874132974,0.018778548468956182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,0,1,38,224.7,121,294.0,131,290.0,61,9.8,6,0,818.5,319,2.5658307210031346,0.2745265729993891,0.3591936469150886,0.354306658521686,0.011973121563836286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
149,0,0,0,207.3,115,198.4,82,114.1,83,8.6,4,1,528.4000000000001,284,1.8605633802816905,0.3923164269492808,0.3754731264193792,0.21593489780469335,0.016275548826646478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,0,0,0,196.8,81,168.0,110,132.6,98,12.7,7,2,510.09999999999997,296,1.7233108108108106,0.38580670456773186,0.3293471868261125,0.2599490296020388,0.02489707900411684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,0,0,0,110.9,74,115.6,90,190.5,114,15.8,9,1,432.8,287,1.50801393728223,0.2562384473197782,0.26709796672828096,0.44015711645101663,0.03650646950092422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
153,0,0,0,122.5,145,273.3,103,197.8,71,8.0,3,2,601.6,322,1.8683229813664597,0.20362367021276595,0.4542885638297872,0.32878989361702127,0.013297872340425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,0,0,0,226.9,144,201.6,122,130.2,121,13.2,5,2,571.9000000000001,392,1.4589285714285716,0.3967476831613918,0.3525091799265605,0.22766217870257033,0.023080958209477177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,0,0,0,187.0,65,141.4,128,238.2,108,10.0,8,2,576.5999999999999,309,1.8660194174757279,0.3243149497051683,0.2452306625043358,0.413111342351717,0.017343045438779053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87,0,0,0,204.8,101,161.0,80,285.7,89,9.5,3,0,661.0,273,2.421245421245421,0.3098335854765507,0.24357034795763993,0.43222390317700454,0.014372163388804841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,0,0,0,165.9,114,235.9,97,210.1,120,12.0,5,2,623.9,336,1.856845238095238,0.26590799807661486,0.3781054656194903,0.3367526847251162,0.01923385157877865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,0,1,29,158.1,104,322.2,81,210.0,96,8.9,6,1,699.1999999999999,287,2.4362369337979093,0.22611556064073227,0.46081235697940504,0.3003432494279176,0.012728832951945082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,225.2,93,215.1,120,241.8,95,9.1,2,2,691.1999999999999,310,2.2296774193548385,0.3258101851851852,0.3111979166666667,0.34982638888888895,0.01316550925925926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,0,0,0,159.4,79,179.5,88,167.8,71,9.7,2,6,516.4,240,2.1516666666666664,0.30867544539116964,0.3475987606506584,0.3249419054996127,0.018783888458559255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
68,0,0,0,172.7,95,139.1,90,174.3,99,11.7,1,2,497.79999999999995,285,1.7466666666666666,0.346926476496585,0.27942948975492166,0.3501406187223785,0.023503415026114905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,0,0,0,222.8,99,175.8,85,202.0,111,11.0,3,3,611.6,298,2.0523489932885908,0.3642903858731197,0.28744277305428384,0.3302812295618051,0.017985611510791366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
54,1,0,0,214.1,77,240.5,94,188.9,75,10.1,3,1,653.6,249,2.6248995983935743,0.3275703794369645,0.36796205630354956,0.28901468788249696,0.015452876376988983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,0,0,0,134.0,104,174.5,94,311.1,79,7.3,3,3,626.9,280,2.238928571428571,0.21375019939384274,0.27835380443451907,0.4962513957568991,0.011644600414739192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
173,0,0,0,291.8,143,214.3,134,151.2,119,9.9,2,0,667.1999999999999,398,1.6763819095477386,0.4373501199040768,0.3211930455635492,0.22661870503597123,0.014838129496402879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
110,0,0,0,222.7,94,105.8,98,214.8,78,13.5,4,1,556.8,274,2.0321167883211677,0.3999640804597701,0.19001436781609196,0.3857758620689656,0.024245689655172417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,0,0,0,174.5,79,236.8,136,270.4,110,8.5,5,0,690.2,330,2.0915151515151518,0.2528252680382498,0.34308895972181974,0.3917705013039698,0.01231527093596059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
91,0,1,31,273.0,78,215.5,98,104.7,114,9.6,2,1,602.8000000000001,292,2.0643835616438357,0.45288652952886527,0.35749834107498335,0.17368944923689447,0.0159256801592568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,1,0,0,225.3,134,108.2,87,139.6,132,17.3,9,1,490.40000000000003,362,1.354696132596685,0.45942088091353994,0.22063621533442088,0.2846655791190864,0.03527732463295269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
176,0,1,23,283.2,130,162.6,74,177.7,104,7.2,6,1,630.7,314,2.00859872611465,0.4490248929760583,0.2578087838909148,0.28175043602346594,0.011415887109560804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84,0,1,12,89.7,87,138.6,73,165.8,114,10.7,2,1,404.8,276,1.4666666666666668,0.2215909090909091,0.34239130434782605,0.4095849802371542,0.02643280632411067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138,0,0,0,127.1,102,247.7,106,207.7,75,5.0,3,3,587.5,286,2.054195804195804,0.21634042553191488,0.4216170212765957,0.353531914893617,0.00851063829787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101,0,1,28,105.9,132,231.7,107,281.3,120,10.7,5,1,629.6000000000001,364,1.72967032967033,0.16820203303684877,0.36801143583227436,0.44679161372299864,0.016994917407878014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,0,0,0,142.3,79,158.0,113,177.5,75,6.0,11,2,483.8,278,1.7402877697841728,0.2941298057048367,0.32658123191401406,0.3668871434477057,0.012401818933443571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
111,0,0,0,191.3,80,138.5,94,246.0,107,6.4,3,2,582.1999999999999,284,2.05,0.3285812435589145,0.23789075918928207,0.4225352112676057,0.010992785984197872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,0,1,36,201.9,93,156.3,75,131.3,92,13.7,5,0,503.20000000000005,265,1.898867924528302,0.4012321144674086,0.3106120826709062,0.2609300476947536,0.027225755166931633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,0,0,0,247.3,91,182.7,60,143.2,112,14.7,2,3,587.9000000000001,265,2.2184905660377363,0.42064977036911033,0.31076713726824284,0.24357883993876503,0.025004252423881608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
92,0,1,38,242.2,96,159.7,144,210.0,108,8.9,1,1,620.8,349,1.7787965616045844,0.3901417525773196,0.25724871134020616,0.3382731958762887,0.014336340206185568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,1,0,0,127.3,80,222.3,115,173.9,95,13.7,5,5,537.2,295,1.8210169491525425,0.2369694713328369,0.4138123603871928,0.32371556217423675,0.02550260610573343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
99,0,1,33,179.1,93,238.3,102,165.7,96,10.6,1,2,593.6999999999999,292,2.0332191780821915,0.30166750884284993,0.40138116894054243,0.2790971871315479,0.017854135085059796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,0,1,31,197.4,125,123.4,110,115.6,101,12.3,4,3,448.7,340,1.319705882352941,0.43993759750390016,0.27501671495431246,0.2576331624693559,0.02741252507243147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,0,0,0,193.1,85,172.1,105,129.6,119,10.2,1,0,504.99999999999994,310,1.629032258064516,0.3823762376237624,0.3407920792079208,0.25663366336633664,0.0201980198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,0,0,0,171.7,99,174.8,87,189.6,130,7.8,6,1,543.9,322,1.6891304347826086,0.31568302996874426,0.32138260709689287,0.3485934914506343,0.014340871483728626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,0,1,35,198.5,123,270.6,74,209.9,130,8.1,10,1,687.1,337,2.038872403560831,0.288895357298792,0.3938291369524087,0.3054868287003347,0.01178867704846456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0,1,24,121.7,87,184.0,76,266.6,98,12.7,3,1,585.0,264,2.215909090909091,0.20803418803418805,0.3145299145299145,0.45572649572649576,0.021709401709401707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,0,0,0,130.2,105,278.0,60,305.4,74,14.0,6,2,727.5999999999999,245,2.9697959183673466,0.17894447498625618,0.3820780648708082,0.4197361187465641,0.019241341396371636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
95,0,0,0,203.4,96,168.6,61,173.0,105,13.7,3,2,558.7,265,2.108301886792453,0.36405942366207267,0.3017719706461428,0.30964739574011096,0.024521209951673523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
76,1,0,0,241.0,120,231.8,96,220.2,67,9.9,1,1,702.9,284,2.475,0.34286527244273723,0.32977663963579457,0.3132735808792147,0.014084507042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
